"","year","state","district","office","candidate","total_votes","vote_prop","gender","winner_party","candidate_party","race_ethnicity"
"5467",2018,"Texas","District 53","State Representative","Stephanie Lochte Ertel",14449,0.214542376908,"female","Republican","Democrat","Missing"
"5468",2018,"Texas","District 54","State Representative","Kathy Richerson",22357,0.461978757697235,"female","Republican","Democrat","Missing"
"5469",2018,"Texas","District 56","State Representative","Katherine Turner-Pearson",19713,0.342203937089886,"female","Republican","Democrat","Missing"
"5470",2018,"Texas","District 57","State Representative","Jason Rogers",10912,0.209564048396389,"male","Republican","Democrat","Missing"
"5471",2018,"Texas","District 6","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5472",2018,"Texas","District 62","State Representative","Valerie N. Hefner",12076,0.219002194374422,"female","Republican","Democrat","Missing"
"5473",2018,"Texas","District 63","State Representative","Laura Haines",25944,0.328758791104353,"female","Republican","Democrat","Missing"
"5474",2018,"Texas","District 64","State Representative","Andrew Morris",30535,0.444947978900125,"male","Republican","Democrat","Missing"
"5475",2018,"Texas","District 65","State Representative","Michelle Beckley",29972,0.511589799610829,"female","Democrat","Democrat","White"
"5476",2018,"Texas","District 66","State Representative","Sharon Hirsch",33991,0.497140684188203,"female","Republican","Democrat","Missing"
"5477",2018,"Texas","District 67","State Representative","Sarah Depew",35596,0.488526570048309,"female","Republican","Democrat","Missing"
"5478",2018,"Texas","District 7","State Senator","David Romero",124232,0.403384701305954,"male","Republican","Democrat","Missing"
"5479",2018,"Texas","District 70","State Representative","Julie Luton",32543,0.382548284333894,"female","Republican","Democrat","Missing"
"5480",2018,"Texas","District 71","State Representative","Sam Hatton",10827,0.219463250496615,"male","Republican","Democrat","Missing"
"5481",2018,"Texas","District 73","State Representative","Stephanie Phillips",23333,0.252150514394398,"female","Republican","Democrat","Missing"
"5482",2018,"Texas","District 78","State Representative","Joe Moody",31882,0.652397225234811,"male","Democrat","Democrat","Missing"
"5483",2018,"Texas","District 8","State Representative","Wesley D. Ratcliff",10171,0.217766453988781,"male","Republican","Democrat","Missing"
"5484",2018,"Texas","District 8","State Senator","Mark Phariss",162157,0.488201184999639,"male","Republican","Democrat","Missing"
"5485",2018,"Texas","District 81","State Representative","Armando Gamboa",9692,0.250083860147078,"male","Republican","Democrat","Missing"
"5486",2018,"Texas","District 82","State Representative","Spencer Bounds",9677,0.19867780811793,"male","Republican","Democrat","Missing"
"5487",2018,"Texas","District 83","State Representative","Drew Landry",13309,0.226775490730643,"male","Republican","Democrat","Missing"
"5488",2018,"Texas","District 84","State Representative","Samantha Carrillo Fields",18237,0.398492297607342,"female","Republican","Democrat","Missing"
"5489",2018,"Texas","District 85","State Representative","Jennifer Cantu",24668,0.435161500873216,"female","Republican","Democrat","Missing"
"5490",2018,"Texas","District 86","State Representative","Mike Purcell",10219,0.17867258803371,"male","Republican","Democrat","Missing"
"5491",2018,"Texas","District 88","State Representative","Ezekiel Barron",6486,0.162527877314757,"male","Republican","Democrat","Missing"
"5492",2018,"Texas","District 89","State Representative","Ray Ash",30203,0.404605615689637,"male","Republican","Democrat","Missing"
"5493",2018,"Texas","District 9","State Senator","Gwenn Burud",112537,0.459723112997512,"female","Republican","Democrat","Missing"
"5494",2018,"Texas","District 91","State Representative","Jeromey Sims",19905,0.365155656656455,"male","Republican","Democrat","Missing"
"5495",2018,"Texas","District 92","State Representative","Steve Riddell",28327,0.474282557010347,"male","Republican","Democrat","Missing"
"5496",2018,"Texas","District 93","State Representative","Nancy Bean",26445,0.461333147253284,"female","Republican","Democrat","Missing"
"5497",2018,"Texas","District 94","State Representative","Finnigan Jones",27145,0.439076072012034,"male","Republican","Democrat","Missing"
"5498",2018,"Texas","District 95","State Representative","Nicole Collier",33022,0.765142036238936,"female","Democrat","Democrat","Black/African American"
"5499",2018,"Texas","District 96","State Representative","Ryan E. Ray",30360,0.472058960723948,"male","Republican","Democrat","Missing"
"5500",2018,"Texas","District 97","State Representative","Beth Llewellyn McLaughlin",29665,0.448620037807183,"female","Republican","Democrat","Missing"
"5501",2018,"Texas","District 98","State Representative","Mica J. Ringo",24417,0.293413605393129,"female","Republican","Democrat","Missing"
"5502",2018,"Texas","District 99","State Representative","Michael Stackhouse",21111,0.356851873763924,"male","Republican","Democrat","Missing"
"5503",2018,"Utah","District 1","State Representative","Joshua Hardy",2040,0.170028338056343,"male","Republican","Democrat","Missing"
"5504",2018,"Utah","District 10","State Representative","Lawanna ""Lou"" Shurtliff",5516,0.538935026868588,"female","Democrat","Democrat","Missing"
"5505",2018,"Utah","District 11","State Representative","Jason M. Allen",6283,0.454696772325952,"male","Republican","Democrat","Missing"
"5506",2018,"Utah","District 11","State Senator","Christian Burridge",13327,0.322515851120468,"male","Republican","Democrat","Missing"
"5507",2018,"Utah","District 12","State Representative","Rick Edwin Jones",3759,0.299545780540282,"male","Republican","Democrat","Missing"
"5508",2018,"Utah","District 12","State Senator","Clare Collard",12400,0.45156591405681,"female","Republican","Democrat","Missing"
"5509",2018,"Utah","District 13","State Representative","Tab Lyn Uno",4416,0.358296146044625,"male","Republican","Democrat","Missing"
"5510",2018,"Utah","District 14","State Representative","Shanell Day",4010,0.368633940062511,"female","Republican","Democrat","Missing"
"5511",2018,"Utah","District 15","State Representative","Rich Miller",3701,0.231457160725453,"male","Republican","Democrat","Missing"
"5512",2018,"Utah","District 15","State Senator","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5513",2018,"Utah","District 15","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5514",2018,"Utah","District 16","State Representative","Cheryl Nunn",3708,0.291486518355475,"female","Republican","Democrat","Missing"
"5515",2018,"Utah","District 17","State Representative","Dawn Nunn",4117,0.267876895048474,"female","Republican","Democrat","Missing"
"5516",2018,"Utah","District 17","State Senator","Michael A Keil",8110,0.221699789508215,"male","Republican","Democrat","Missing"
"5517",2018,"Utah","District 18","State Representative","Adam Alba",5237,0.292520806568731,"male","Republican","Democrat","Missing"
"5518",2018,"Utah","District 18","State Senator","Jason Yu",9489,0.297815579687402,"male","Republican","Democrat","Missing"
"5519",2018,"Utah","District 19","State Representative","Courtney Jones",4712,0.280292665516626,"female","Republican","Democrat","Missing"
"5520",2018,"Utah","District 2","State Representative","Tyler Allred",2881,0.194229083799636,"male","Republican","Democrat","Missing"
"5521",2018,"Utah","District 2","State Senator","Derek Lloyd Kitchen",32930,0.766527001862197,"male","Democrat","Democrat","Missing"
"5522",2018,"Utah","District 20","State Representative","Ryan L Jones",5379,0.347256294383473,"male","Republican","Democrat","Missing"
"5523",2018,"Utah","District 21","State Representative","Debbie K. Vigil",4397,0.360232672456169,"female","Republican","Democrat","Missing"
"5524",2018,"Utah","District 21","State Senator","Jake Penrod",9435,0.283129276197335,"male","Republican","Democrat","Missing"
"5525",2018,"Utah","District 22","State Representative","Susan D Duckworth",5485,0.571949947862357,"female","Democrat","Democrat","Missing"
"5526",2018,"Utah","District 22","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5527",2018,"Utah","District 22","State Senator","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5528",2018,"Utah","District 23","State Representative","Sandra Hollins",6058,0.753482587064677,"female","Democrat","Democrat","Black/African American"
"5529",2018,"Utah","District 24","State Representative","Jen Dailey-Provost",14125,0.772913816689466,"female","Democrat","Democrat","White"
"5530",2018,"Utah","District 25","State Representative","Joel K. Briscoe",14976,0.911281489594743,"male","Democrat","Democrat","Missing"
"5531",2018,"Utah","District 26","State Representative","Angela Romero",7098,0.755508249068654,"female","Democrat","Democrat","Hispanic/Latina"
"5532",2018,"Utah","District 26","State Senator","Eileen Gallagher",13758,0.348939839707822,"female","Republican","Democrat","Missing"
"5533",2018,"Utah","District 27","State Representative","Elisabeth Luntz",3050,0.197487697487697,"female","Republican","Democrat","Missing"
"5534",2018,"Utah","District 27","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5535",2018,"Utah","District 28","State Representative","Brian S. King",16494,1,"male","Democrat","Democrat","Missing"
"5536",2018,"Utah","District 28","State Senator","Mark Chambers",7442,0.208587925332137,"male","Republican","Democrat","Missing"
"5537",2018,"Utah","District 29","State Representative","Kerry M Wayne",3075,0.20408840512378,"female","Republican","Democrat","Missing"
"5538",2018,"Utah","District 3","State Representative","Marilyn Mecham",3273,0.235637149028078,"female","Republican","Democrat","Missing"
"5539",2018,"Utah","District 3","State Senator","Gene Davis",22362,0.700388373841143,"male","Democrat","Democrat","Missing"
"5540",2018,"Utah","District 30","State Representative","Robert Burch, Jr.",4492,0.433925811437403,"male","Republican","Democrat","Missing"
"5541",2018,"Utah","District 31","State Representative","Elizabeth Weight",4976,0.616146607231303,"female","Democrat","Democrat","White"
"5542",2018,"Utah","District 32","State Representative","Suzanne Harrison",9465,0.562589158345221,"female","Democrat","Democrat","White"
"5543",2018,"Utah","District 33","State Representative","Ira D. Hatch",3786,0.471129915380786,"male","Republican","Democrat","Missing"
"5544",2018,"Utah","District 34","State Representative","Karen Kwan",7042,0.599625340599455,"female","Democrat","Democrat","Asian/Pacific Islander"
"5545",2018,"Utah","District 35","State Representative","Mark A. Wheatley",6797,0.635293018039069,"male","Democrat","Democrat","Missing"
"5546",2018,"Utah","District 36","State Representative","Patrice Arent",13417,0.629315196998124,"female","Democrat","Democrat","White"
"5547",2018,"Utah","District 37","State Representative","Carol Spackman Moss",11467,0.628225497178546,"female","Democrat","Democrat","Missing"
"5548",2018,"Utah","District 38","State Representative","Edgar Harwood",4246,0.4931475029036,"male","Republican","Democrat","Missing"
"5549",2018,"Utah","District 39","State Representative","Stephen Peck",5301,0.43665568369028,"male","Republican","Democrat","Missing"
"5550",2018,"Utah","District 4","State Representative","Josh Brundage",3916,0.391521695660868,"male","Republican","Democrat","Missing"
"5551",2018,"Utah","District 4","State Senator","Jani Iwamoto",34651,0.670867940601344,"female","Democrat","Democrat","Asian/Pacific Islander"
"5552",2018,"Utah","District 40","State Representative","Stephanie Pitcher",11189,0.691532756489493,"female","Democrat","Democrat","White"
"5553",2018,"Utah","District 41","State Representative","Wendy Garvin",4535,0.253380265951503,"female","Republican","Democrat","Missing"
"5554",2018,"Utah","District 42","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5555",2018,"Utah","District 43","State Representative","Diane Lewis",5290,0.447168216398986,"female","Republican","Democrat","Missing"
"5556",2018,"Utah","District 44","State Representative","Andrew Stoddard",8284,0.550358756311454,"male","Democrat","Democrat","Missing"
"5557",2018,"Utah","District 45","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5558",2018,"Utah","District 46","State Representative","Marie H. Poulson",11466,0.615062761506276,"female","Democrat","Democrat","Missing"
"5559",2018,"Utah","District 47","State Representative","Scott Bell",5774,0.463886880372781,"male","Republican","Democrat","Missing"
"5560",2018,"Utah","District 48","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5561",2018,"Utah","District 49","State Representative","Anthony Sudweeks",8554,0.455654397272679,"male","Republican","Democrat","Missing"
"5562",2018,"Utah","District 5","State Representative","Karina Andelin Brown",3406,0.243233592801543,"female","Republican","Democrat","Missing"
"5563",2018,"Utah","District 5","State Senator","Karen Mayne",17129,0.686725734675059,"female","Democrat","Democrat","White"
"5564",2018,"Utah","District 50","State Representative","Megan Wiesen",6264,0.30443234836703,"female","Republican","Democrat","Missing"
"5565",2018,"Utah","District 51","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5566",2018,"Utah","District 52","State Representative","Dan McClellan",6370,0.335086796422935,"male","Republican","Democrat","Missing"
"5567",2018,"Utah","District 53","State Representative","Christopher Neville",6474,0.350571289326907,"male","Republican","Democrat","Missing"
"5568",2018,"Utah","District 54","State Representative","Meaghan Miller",9674,0.49584828293183,"female","Republican","Democrat","Missing"
"5569",2018,"Utah","District 55","State Representative","Christina Higgins",1247,0.106462904465124,"female","Republican","Democrat","Missing"
"5570",2018,"Utah","District 56","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5571",2018,"Utah","District 57","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5572",2018,"Utah","District 58","State Representative","Lynn Zaritsky",1469,0.128073234524847,"female","Republican","Democrat","Missing"
"5573",2018,"Utah","District 59","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5574",2018,"Utah","District 6","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5575",2018,"Utah","District 60","State Representative","Alan F. Keele",3302,0.281093045032774,"male","Republican","Democrat","Missing"
"5576",2018,"Utah","District 61","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5577",2018,"Utah","District 61","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5578",2018,"Utah","District 62","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5579",2018,"Utah","District 63","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5580",2018,"Utah","District 64","State Representative","Daniel Craig Friend",2662,0.304925544100802,"male","Republican","Democrat","Missing"
"5581",2018,"Utah","District 65","State Representative","Sue A. Womack",3289,0.235956668340627,"female","Republican","Democrat","Missing"
"5582",2018,"Utah","District 66","State Representative","Paul Jones Dayton",2109,0.166036844591403,"male","Republican","Democrat","Missing"
"5583",2018,"Utah","District 67","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5584",2018,"Utah","District 68","State Representative","Merle Travis Wall",2367,0.171075455333912,"male","Republican","Democrat","Missing"
"5585",2018,"Utah","District 68","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5586",2018,"Utah","District 68","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5587",2018,"Utah","District 69","State Representative","Tim Glenn",3320,0.278780754051558,"male","Republican","Democrat","Missing"
"5588",2018,"Utah","District 7","State Representative","David Owen",4793,0.340073790265361,"male","Republican","Democrat","Missing"
"5589",2018,"Utah","District 70","State Representative","Robert Greenberg",2753,0.205647269739299,"male","Republican","Democrat","Missing"
"5590",2018,"Utah","District 71","State Representative","Chuck Goode",3388,0.213673057517659,"male","Republican","Democrat","Missing"
"5591",2018,"Utah","District 72","State Representative","Zeno B. Parry",2002,0.168376787216148,"male","Republican","Democrat","Missing"
"5592",2018,"Utah","District 73","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5593",2018,"Utah","District 74","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5594",2018,"Utah","District 75","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5595",2018,"Utah","District 75","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5596",2018,"Utah","District 8","State Representative","Deana Froerer",6581,0.492000598086124,"female","Republican","Democrat","Missing"
"5597",2018,"Utah","District 8 (2 year term)","State Senator","Kathleen Riebe",23221,0.558170280274987,"female","Democrat","Democrat","White"
"5598",2018,"Utah","District 9","State Representative","Kathie J. Darby",4555,0.470314919979349,"female","Republican","Democrat","Missing"
"5599",2018,"Utah","District 9","State Senator","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5600",2018,"Vermont","Addison-1","State Representative","Robin Scheu",2592,0.492027334851936,"female","Other","Democrat","White"
"5601",2018,"Vermont","Addison-1","State Senator","Christopher Bray",1974,0.578376794608848,"male","Democrat","Democrat","Missing"
"5602",2018,"Vermont","Addison-1","State Senator","Ruth Hardy",2252,0.819803421914816,"female","Democrat","Democrat","White"
"5603",2018,"Vermont","Addison-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5604",2018,"Vermont","Addison-2","State Representative","Peter Conlon",1740,1,"male","Democrat","Democrat","Missing"
"5605",2018,"Vermont","Addison-2","State Senator","Christopher Bray",982,0.444142921754862,"male","Democrat","Democrat","Missing"
"5606",2018,"Vermont","Addison-2","State Senator","Ruth Hardy",1022,0.756476683937824,"female","Democrat","Democrat","White"
"5607",2018,"Vermont","Addison-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5608",2018,"Vermont","Addison-3","State Representative","Diane Lanpher",2122,0.546203346203346,"female","Democrat","Democrat","White"
"5609",2018,"Vermont","Addison-3","State Representative","Matt Birong",2201,1,"male","Democrat","Democrat","Missing"
"5610",2018,"Vermont","Addison-3","State Senator","Christopher Bray",1635,0.387992406264832,"male","Democrat","Democrat","Missing"
"5611",2018,"Vermont","Addison-3","State Senator","Ruth Hardy",1614,0.766381766381766,"female","Democrat","Democrat","White"
"5612",2018,"Vermont","Addison-3","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5613",2018,"Vermont","Addison-4","State Representative","Caleb Elder",2278,0.357445473089597,"male","Democrat","Democrat","Missing"
"5614",2018,"Vermont","Addison-4","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5615",2018,"Vermont","Addison-4","State Senator","Christopher Bray",2237,0.496779924494781,"male","Democrat","Democrat","Missing"
"5616",2018,"Vermont","Addison-4","State Senator","Ruth Hardy",2098,0.706159542241669,"female","Democrat","Democrat","White"
"5617",2018,"Vermont","Addison-4","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5618",2018,"Vermont","Addison-5","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5619",2018,"Vermont","Addison-5","State Senator","Christopher Bray",932,0.397950469684031,"male","Democrat","Democrat","Missing"
"5620",2018,"Vermont","Addison-5","State Senator","Ruth Hardy",827,0.643079315707621,"female","Democrat","Democrat","White"
"5621",2018,"Vermont","Addison-5","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5622",2018,"Vermont","Addison-Rutland","State Representative","Barbara Wilson",735,0.42144495412844,"female","Other","Democrat","Missing"
"5623",2018,"Vermont","Addison-Rutland","State Senator","Christopher Bray",415,0.542483660130719,"male","Democrat","Democrat","Missing"
"5624",2018,"Vermont","Addison-Rutland","State Senator","Ruth Hardy",449,0.574903969270166,"female","Democrat","Democrat","White"
"5625",2018,"Vermont","Addison-Rutland","State Senator","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5626",2018,"Vermont","Addison-Rutland","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5627",2018,"Vermont","Addison-Rutland","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5628",2018,"Vermont","Addison-Rutland","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5629",2018,"Vermont","Bennington-1","State Representative","Nelson Brownell",681,0.47324530924253,"male","Democrat","Democrat","Missing"
"5630",2018,"Vermont","Bennington-1","State Senator","Brian Campion",757,0.710131332082552,"male","Democrat","Democrat","Missing"
"5631",2018,"Vermont","Bennington-1","State Senator","Dick Sears",954,1,"male","Democrat","Democrat","Missing"
"5632",2018,"Vermont","Bennington-2-1","State Representative","Chris Bates",1328,0.546277252159605,"male","Democrat","Democrat","Missing"
"5633",2018,"Vermont","Bennington-2-1","State Representative","Timothy R. Corcoran II",1733,1,"male","Democrat","Democrat","Missing"
"5634",2018,"Vermont","Bennington-2-1","State Senator","Brian Campion",1811,0.817607223476298,"male","Democrat","Democrat","Missing"
"5635",2018,"Vermont","Bennington-2-1","State Senator","Dick Sears",1833,1,"male","Democrat","Democrat","Missing"
"5636",2018,"Vermont","Bennington-2-2","State Representative","Jim Carroll",1559,0.462748590086079,"male","Other","Democrat","Missing"
"5637",2018,"Vermont","Bennington-2-2","State Senator","Brian Campion",1641,0.788942307692308,"male","Democrat","Democrat","Missing"
"5638",2018,"Vermont","Bennington-2-2","State Senator","Dick Sears",1708,1,"male","Democrat","Democrat","Missing"
"5639",2018,"Vermont","Bennington-3","State Representative","David K. Durfee",1394,1,"male","Democrat","Democrat","Missing"
"5640",2018,"Vermont","Bennington-3","State Senator","Brian Campion",1084,0.723631508678238,"male","Democrat","Democrat","Missing"
"5641",2018,"Vermont","Bennington-3","State Senator","Dick Sears",1151,1,"male","Democrat","Democrat","Missing"
"5642",2018,"Vermont","Bennington-4","State Representative","Kathleen James",2129,0.367195584684374,"female","Democrat","Democrat","White"
"5643",2018,"Vermont","Bennington-4","State Senator","Brian Campion",2345,0.791962174940898,"male","Democrat","Democrat","Missing"
"5644",2018,"Vermont","Bennington-4","State Senator","Dick Sears",2506,1,"male","Democrat","Democrat","Missing"
"5645",2018,"Vermont","Bennington-Rutland","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5646",2018,"Vermont","Bennington-Rutland","State Senator","Brian Campion",866,0.627536231884058,"male","Democrat","Democrat","Missing"
"5647",2018,"Vermont","Bennington-Rutland","State Senator","Dick Sears",923,0.664985590778098,"male","Democrat","Democrat","Missing"
"5648",2018,"Vermont","Bennington-Rutland","State Senator","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5649",2018,"Vermont","Bennington-Rutland","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5650",2018,"Vermont","Caledonia-1","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5651",2018,"Vermont","Caledonia-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5652",2018,"Vermont","Caledonia-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5653",2018,"Vermont","Caledonia-2","State Representative","Chip Troiano",988,0.593393393393393,"male","Democrat","Democrat","Missing"
"5654",2018,"Vermont","Caledonia-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5655",2018,"Vermont","Caledonia-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5656",2018,"Vermont","Caledonia-3","State Representative","Jane Pompeo",959,0.471021611001965,"female","Republican","Democrat","Missing"
"5657",2018,"Vermont","Caledonia-3","State Representative","Scott Campbell",1183,0.477016129032258,"male","Republican","Democrat","Missing"
"5658",2018,"Vermont","Caledonia-3","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5659",2018,"Vermont","Caledonia-3","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5660",2018,"Vermont","Caledonia-4","State Representative","Dennis Labounty",1266,0.436702311141773,"male","Republican","Democrat","Missing"
"5661",2018,"Vermont","Caledonia-4","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5662",2018,"Vermont","Caledonia-4","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5663",2018,"Vermont","Caledonia-4","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5664",2018,"Vermont","Caledonia-Washington","State Representative","Catherine Kitty"" Toll""",1853,1,"female","Democrat","Democrat","Missing"
"5665",2018,"Vermont","Caledonia-Washington","State Senator","Ann Cummings",327,0.407730673316708,"female","Democrat","Democrat","White"
"5666",2018,"Vermont","Caledonia-Washington","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5667",2018,"Vermont","Caledonia-Washington","State Senator","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5668",2018,"Vermont","Caledonia-Washington","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5669",2018,"Vermont","Caledonia-Washington","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5670",2018,"Vermont","Chittenden-1","State Representative","Marcia Lawrence Gardner",1517,0.656141868512111,"female","Democrat","Democrat","Missing"
"5671",2018,"Vermont","Chittenden-1","State Senator","Debbie Ingram",1433,0.418272037361354,"female","Democrat","Democrat","White"
"5672",2018,"Vermont","Chittenden-1","State Senator","Michael Sirotkin",1336,0.386797915460336,"male","Other","Democrat","Missing"
"5673",2018,"Vermont","Chittenden-1","State Senator","Virginia Ginny"" Lyons""",1498,0.625469728601253,"female","Democrat","Democrat","Missing"
"5674",2018,"Vermont","Chittenden-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5675",2018,"Vermont","Chittenden-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5676",2018,"Vermont","Chittenden-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5677",2018,"Vermont","Chittenden-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5678",2018,"Vermont","Chittenden-10","State Representative","Todd Buik",1466,0.414592760180996,"male","Republican","Democrat","Missing"
"5679",2018,"Vermont","Chittenden-10","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"5680",2018,"Vermont","Chittenden-10","State Senator","Debbie Ingram",1499,0.327650273224044,"female","Republican","Democrat","White"
"5681",2018,"Vermont","Chittenden-10","State Senator","Michael Sirotkin",1342,0.26802476532854,"male","Republican","Democrat","Missing"
"5682",2018,"Vermont","Chittenden-10","State Senator","Virginia Ginny"" Lyons""",1611,0.45962910128388,"female","Republican","Democrat","Missing"
"5683",2018,"Vermont","Chittenden-10","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5684",2018,"Vermont","Chittenden-10","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5685",2018,"Vermont","Chittenden-10","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5686",2018,"Vermont","Chittenden-10","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5687",2018,"Vermont","Chittenden-2","State Representative","Jim McCullough",2951,0.5133959638135,"male","Democrat","Democrat","Missing"
"5688",2018,"Vermont","Chittenden-2","State Representative","Terry Macaig",2802,1,"male","Democrat","Democrat","Missing"
"5689",2018,"Vermont","Chittenden-2","State Senator","Debbie Ingram",3045,0.41815435319967,"female","Democrat","Democrat","White"
"5690",2018,"Vermont","Chittenden-2","State Senator","Michael Sirotkin",2623,0.369905514031871,"male","Other","Democrat","Missing"
"5691",2018,"Vermont","Chittenden-2","State Senator","Virginia Ginny"" Lyons""",3054,0.615974183138362,"female","Democrat","Democrat","Missing"
"5692",2018,"Vermont","Chittenden-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5693",2018,"Vermont","Chittenden-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5694",2018,"Vermont","Chittenden-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5695",2018,"Vermont","Chittenden-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5696",2018,"Vermont","Chittenden-3","State Representative","George Till",3270,1,"male","Democrat","Democrat","Missing"
"5697",2018,"Vermont","Chittenden-3","State Representative","Trevor Squirrell",3295,1,"male","Democrat","Democrat","Missing"
"5698",2018,"Vermont","Chittenden-3","State Senator","Debbie Ingram",2657,0.397933203534521,"female","Democrat","Democrat","White"
"5699",2018,"Vermont","Chittenden-3","State Senator","Michael Sirotkin",2555,0.373811265544989,"male","Other","Democrat","Missing"
"5700",2018,"Vermont","Chittenden-3","State Senator","Virginia Ginny"" Lyons""",2682,0.568822905620361,"female","Democrat","Democrat","Missing"
"5701",2018,"Vermont","Chittenden-3","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5702",2018,"Vermont","Chittenden-3","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5703",2018,"Vermont","Chittenden-3","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5704",2018,"Vermont","Chittenden-3","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5705",2018,"Vermont","Chittenden-4-1","State Representative","Michael Yantachka",1925,1,"male","Democrat","Democrat","Missing"
"5706",2018,"Vermont","Chittenden-4-1","State Senator","Debbie Ingram",1414,0.40193291642979,"female","Democrat","Democrat","White"
"5707",2018,"Vermont","Chittenden-4-1","State Senator","Michael Sirotkin",1427,0.404249291784703,"male","Other","Democrat","Missing"
"5708",2018,"Vermont","Chittenden-4-1","State Senator","Virginia Ginny"" Lyons""",1510,0.704291044776119,"female","Democrat","Democrat","Missing"
"5709",2018,"Vermont","Chittenden-4-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
