id,year,first_name,middle_name,last_name,party,level,position,state,district,race_ethnicity
193442k,2011,Deborah,D.,Hudson,Republican,"State Legislative","State Representative","Delaware - DE",12,White
193442k,2012,Deborah,D.,Hudson,Republican,"State Legislative","State Representative","Delaware - DE",12,White
193442k,2013,Deborah,D.,Hudson,Republican,"State Legislative","State Representative","Delaware - DE",12,White
193442k,2014,Deborah,D.,Hudson,Republican,"State Legislative","State Representative","Delaware - DE",12,White
193442k,2015,Deborah,D.,Hudson,Republican,"State Legislative","State Representative","Delaware - DE",12,White
193442k,2016,Deborah,D.,Hudson,Republican,"State Legislative","State Representative","Delaware - DE",12,White
193442k,2017,Deborah,D.,Hudson,Republican,"State Legislative","State Representative","Delaware - DE",12,White
193442k,2018,Deborah,D.,Hudson,Republican,"State Legislative","State Representative","Delaware - DE",12,White
702494k,2020,Sally,L.,Hudson,Democrat,"State Legislative","State Representative","Virginia - VA",057,White
5757c,2008,Sistie,G.,Hudson,Democrat,"State Legislative","State Representative","Georgia - GA",124,White
5757c,2009,Sistie,G.,Hudson,Democrat,"State Legislative","State Representative","Georgia - GA",124,White
5757c,2010,Sistie,G.,Hudson,Democrat,"State Legislative","State Representative","Georgia - GA",124,White
5757c,2011,Sistie,G.,Hudson,Democrat,"State Legislative","State Representative","Georgia - GA",124,White
5757c,2012,Sistie,G.,Hudson,Democrat,"State Legislative","State Representative","Georgia - GA",124,White
273594k,2008,Joan,,Huffman,Republican,"State Legislative","State Senator","Texas - TX",17,White
273594k,2009,Joan,,Huffman,Republican,"State Legislative","State Senator","Texas - TX",17,White
273594k,2010,Joan,,Huffman,Republican,"State Legislative","State Senator","Texas - TX",17,White
273594k,2011,Joan,,Huffman,Republican,"State Legislative","State Senator","Texas - TX",17,White
273594k,2012,Joan,,Huffman,Republican,"State Legislative","State Senator","Texas - TX",17,White
273594k,2013,Joan,,Huffman,Republican,"State Legislative","State Senator","Texas - TX",17,White
273594k,2014,Joan,,Huffman,Republican,"State Legislative","State Senator","Texas - TX",17,White
273594k,2015,Joan,,Huffman,Republican,"State Legislative","State Senator","Texas - TX",17,White
273594k,2016,Joan,,Huffman,Republican,"State Legislative","State Senator","Texas - TX",17,White
273594k,2017,Joan,,Huffman,Republican,"State Legislative","State Senator","Texas - TX",17,White
273594k,2018,Joan,,Huffman,Republican,"State Legislative","State Senator","Texas - TX",17,White
273594k,2019,Joan,,Huffman,Republican,"State Legislative","State Senator","Texas - TX",17,White
273594k,2020,Joan,,Huffman,Republican,"State Legislative","State Senator","Texas - TX",17,White
662204k,2019,Anne,M.,Hughes,Democrat,"State Legislative","State Representative","Connecticut - CT",135,White
662204k,2020,Anne,M.,Hughes,Democrat,"State Legislative","State Representative","Connecticut - CT",135,White
268386k,2015,Holly,J.,Hughes,Republican,"State Legislative","State Representative","Michigan - MI",91,White
268386k,2016,Holly,J.,Hughes,Republican,"State Legislative","State Representative","Michigan - MI",91,White
268386k,2017,Holly,J.,Hughes,Republican,"State Legislative","State Representative","Michigan - MI",91,White
268386k,2018,Holly,J.,Hughes,Republican,"State Legislative","State Representative","Michigan - MI",91,White
268386k,2011,Holly,J.,Hughes,Republican,"State Legislative","State Representative","Michigan - MI",91,White
268386k,2012,Holly,J.,Hughes,Republican,"State Legislative","State Representative","Michigan - MI",91,White
13818c,2008,Sandra,Spaulding,Hughes,Democrat,"State Legislative","State Representative","North Carolina - NC",18,"Black/African American"
13818c,2009,Sandra,Spaulding,Hughes,Democrat,"State Legislative","State Representative","North Carolina - NC",18,"Black/African American"
13818c,2010,Sandra,Spaulding,Hughes,Democrat,"State Legislative","State Representative","North Carolina - NC",18,"Black/African American"
418609k,2013,Shelley,,Hughes,Republican,"State Legislative","State Representative","Alaska - AK",11,White
418609k,2014,Shelley,,Hughes,Republican,"State Legislative","State Representative","Alaska - AK",11,White
418609k,2015,Shelley,,Hughes,Republican,"State Legislative","State Representative","Alaska - AK",11,White
418609k,2016,Shelley,,Hughes,Republican,"State Legislative","State Representative","Alaska - AK",11,White
418609k,2017,Shelley,,Hughes,Republican,"State Legislative","State Senator","Alaska - AK",000F,White
418609k,2018,Shelley,,Hughes,Republican,"State Legislative","State Senator","Alaska - AK",000F,White
418609k,2019,Shelley,,Hughes,Republican,"State Legislative","State Senator","Alaska - AK",000F,White
418609k,2020,Shelley,,Hughes,Republican,"State Legislative","State Senator","Alaska - AK",000F,White
193829k,2008,Carolyn,F.,Hugley,Democrat,"State Legislative","State Representative","Georgia - GA",136,"Black/African American"
193829k,2009,Carolyn,F.,Hugley,Democrat,"State Legislative","State Representative","Georgia - GA",136,"Black/African American"
193829k,2010,Carolyn,F.,Hugley,Democrat,"State Legislative","State Representative","Georgia - GA",136,"Black/African American"
193829k,2011,Carolyn,F.,Hugley,Democrat,"State Legislative","State Representative","Georgia - GA",136,"Black/African American"
193829k,2012,Carolyn,F.,Hugley,Democrat,"State Legislative","State Representative","Georgia - GA",136,"Black/African American"
193829k,2013,Carolyn,F.,Hugley,Democrat,"State Legislative","State Representative","Georgia - GA",136,"Black/African American"
193829k,2014,Carolyn,F.,Hugley,Democrat,"State Legislative","State Representative","Georgia - GA",136,"Black/African American"
193829k,2015,Carolyn,F.,Hugley,Democrat,"State Legislative","State Representative","Georgia - GA",136,"Black/African American"
193829k,2016,Carolyn,F.,Hugley,Democrat,"State Legislative","State Representative","Georgia - GA",136,"Black/African American"
193829k,2017,Carolyn,F.,Hugley,Democrat,"State Legislative","State Representative","Georgia - GA",136,"Black/African American"
193829k,2018,Carolyn,F.,Hugley,Democrat,"State Legislative","State Representative","Georgia - GA",136,"Black/African American"
193829k,2019,Carolyn,F.,Hugley,Democrat,"State Legislative","State Representative","Georgia - GA",136,"Black/African American"
193829k,2020,Carolyn,F.,Hugley,Democrat,"State Legislative","State Representative","Georgia - GA",136,"Black/African American"
226974k,2013,Dorothy,L.,Hukill,Republican,"State Legislative","State Senator","Florida - FL",8,White
226974k,2014,Dorothy,L.,Hukill,Republican,"State Legislative","State Senator","Florida - FL",8,White
226974k,2015,Dorothy,L.,Hukill,Republican,"State Legislative","State Senator","Florida - FL",8,White
226974k,2016,Dorothy,L.,Hukill,Republican,"State Legislative","State Senator","Florida - FL",8,White
226974k,2017,Dorothy,L.,Hukill,Republican,"State Legislative","State Senator","Florida - FL",8,White
226974k,2018,Dorothy,L.,Hukill,Republican,"State Legislative","State Senator","Florida - FL",8,White
226974k,2008,Dorothy,L.,Hukill,Republican,"State Legislative","State Representative","Florida - FL",28,White
226974k,2009,Dorothy,L.,Hukill,Republican,"State Legislative","State Representative","Florida - FL",28,White
226974k,2010,Dorothy,L.,Hukill,Republican,"State Legislative","State Representative","Florida - FL",28,White
226974k,2011,Dorothy,L.,Hukill,Republican,"State Legislative","State Representative","Florida - FL",28,White
226974k,2012,Dorothy,L.,Hukill,Republican,"State Legislative","State Representative","Florida - FL",28,White
267847k,2009,Dickey,Lee,Hullinghorst,Democrat,"State Legislative","State Representative","Colorado - CO",10,White
267847k,2010,Dickey,Lee,Hullinghorst,Democrat,"State Legislative","State Representative","Colorado - CO",10,White
267847k,2011,Dickey,Lee,Hullinghorst,Democrat,"State Legislative","State Representative","Colorado - CO",10,White
267847k,2012,Dickey,Lee,Hullinghorst,Democrat,"State Legislative","State Representative","Colorado - CO",10,White
267847k,2013,Dickey,Lee,Hullinghorst,Democrat,"State Legislative","State Representative","Colorado - CO",10,White
267847k,2014,Dickey,Lee,Hullinghorst,Democrat,"State Legislative","State Representative","Colorado - CO",10,White
267847k,2015,Dickey,Lee,Hullinghorst,Democrat,"State Legislative","State Representative","Colorado - CO",10,White
267847k,2016,Dickey,Lee,Hullinghorst,Democrat,"State Legislative","State Representative","Colorado - CO",10,White
581712k,2017,Susan,,Humphries,Republican,"State Legislative","State Representative","Kansas - KS",99,White
581712k,2018,Susan,,Humphries,Republican,"State Legislative","State Representative","Kansas - KS",99,White
581712k,2019,Susan,,Humphries,Republican,"State Legislative","State Representative","Kansas - KS",99,White
581712k,2020,Susan,,Humphries,Republican,"State Legislative","State Representative","Kansas - KS",99,White
205990k,2015,Jean,M.,Hunhoff,Republican,"State Legislative","State Representative","South Dakota - SD",18,White
205990k,2016,Jean,M.,Hunhoff,Republican,"State Legislative","State Representative","South Dakota - SD",18,White
205990k,2017,Jean,M.,Hunhoff,Republican,"State Legislative","State Representative","South Dakota - SD",18,White
205990k,2018,Jean,M.,Hunhoff,Republican,"State Legislative","State Representative","South Dakota - SD",18,White
205990k,2019,Jean,M.,Hunhoff,Republican,"State Legislative","State Representative","South Dakota - SD",18,White
205990k,2020,Jean,M.,Hunhoff,Republican,"State Legislative","State Representative","South Dakota - SD",18,White
205990k,2008,Jean,M.,Hunhoff,Republican,"State Legislative","State Senator","South Dakota - SD",18,White
205990k,2009,Jean,M.,Hunhoff,Republican,"State Legislative","State Senator","South Dakota - SD",18,White
205990k,2010,Jean,M.,Hunhoff,Republican,"State Legislative","State Senator","South Dakota - SD",18,White
205990k,2011,Jean,M.,Hunhoff,Republican,"State Legislative","State Senator","South Dakota - SD",18,White
205990k,2012,Jean,M.,Hunhoff,Republican,"State Legislative","State Senator","South Dakota - SD",18,White
205990k,2013,Jean,M.,Hunhoff,Republican,"State Legislative","State Senator","South Dakota - SD",18,White
205990k,2014,Jean,M.,Hunhoff,Republican,"State Legislative","State Senator","South Dakota - SD",18,White
17352c,2013,Jane,J.,Hunt,Democrat,"State Legislative","State Representative","New Hampshire - NH",Merr-15,White
17352c,2014,Jane,J.,Hunt,Democrat,"State Legislative","State Representative","New Hampshire - NH",Merr-15,White
647310k,2019,Megan,,Hunt,Nonpartisan,"State Legislative","State Senator","Nebraska - NE",8,White
647310k,2020,Megan,,Hunt,Nonpartisan,"State Legislative","State Senator","Nebraska - NE",8,White
656237k,2019,Rachel,H.,Hunt,Democrat,"State Legislative","State Representative","North Carolina - NC",103,White
656237k,2020,Rachel,H.,Hunt,Democrat,"State Legislative","State Representative","North Carolina - NC",103,White
562336k,2017,Linda,,Hunt-Williams,Republican,"State Legislative","State Representative","North Carolina - NC",37,White
562336k,2018,Linda,,Hunt-Williams,Republican,"State Legislative","State Representative","North Carolina - NC",37,White
214463k,2008,Mattie,,Hunter,Democrat,"State Legislative","State Senator","Illinois - IL",3,"Black/African American"
214463k,2009,Mattie,,Hunter,Democrat,"State Legislative","State Senator","Illinois - IL",3,"Black/African American"
214463k,2010,Mattie,,Hunter,Democrat,"State Legislative","State Senator","Illinois - IL",3,"Black/African American"
214463k,2011,Mattie,,Hunter,Democrat,"State Legislative","State Senator","Illinois - IL",3,"Black/African American"
214463k,2012,Mattie,,Hunter,Democrat,"State Legislative","State Senator","Illinois - IL",3,"Black/African American"
214463k,2013,Mattie,,Hunter,Democrat,"State Legislative","State Senator","Illinois - IL",3,"Black/African American"
214463k,2014,Mattie,,Hunter,Democrat,"State Legislative","State Senator","Illinois - IL",3,"Black/African American"
214463k,2015,Mattie,,Hunter,Democrat,"State Legislative","State Senator","Illinois - IL",3,"Black/African American"
214463k,2016,Mattie,,Hunter,Democrat,"State Legislative","State Senator","Illinois - IL",3,"Black/African American"
214463k,2017,Mattie,,Hunter,Democrat,"State Legislative","State Senator","Illinois - IL",3,"Black/African American"
214463k,2018,Mattie,,Hunter,Democrat,"State Legislative","State Senator","Illinois - IL",3,"Black/African American"
214463k,2019,Mattie,,Hunter,Democrat,"State Legislative","State Senator","Illinois - IL",3,"Black/African American"
214463k,2020,Mattie,,Hunter,Democrat,"State Legislative","State Senator","Illinois - IL",3,"Black/African American"
559267k,2015,Pamela,J.,Hunter,Democrat,"State Legislative","State Representative","New York - NY",128,"Black/African American"
559267k,2016,Pamela,J.,Hunter,Democrat,"State Legislative","State Representative","New York - NY",128,"Black/African American"
559267k,2017,Pamela,J.,Hunter,Democrat,"State Legislative","State Representative","New York - NY",128,"Black/African American"
559267k,2018,Pamela,J.,Hunter,Democrat,"State Legislative","State Representative","New York - NY",128,"Black/African American"
559267k,2019,Pamela,J.,Hunter,Democrat,"State Legislative","State Representative","New York - NY",128,"Black/African American"
559267k,2020,Pamela,J.,Hunter,Democrat,"State Legislative","State Representative","New York - NY",128,"Black/African American"
10529c,2008,Terrie,W.,Huntington,Republican,"State Legislative","State Representative","Kansas - KS",25,White
10529c,2009,Terrie,W.,Huntington,Republican,"State Legislative","State Representative","Kansas - KS",25,White
10529c,2010,Terrie,W.,Huntington,Republican,"State Legislative","State Representative","Kansas - KS",25,White
10529c,2010,Terrie,W.,Huntington,Republican,"State Legislative","State Senator","Kansas - KS",7,White
10529c,2011,Terrie,W.,Huntington,Republican,"State Legislative","State Senator","Kansas - KS",7,White
10529c,2012,Terrie,W.,Huntington,Republican,"State Legislative","State Senator","Kansas - KS",7,White
13374c,2008,Shirley,L.,Huntley,Democrat,"State Legislative","State Senator","New York - NY",10,"Black/African American"
13374c,2009,Shirley,L.,Huntley,Democrat,"State Legislative","State Senator","New York - NY",10,"Black/African American"
13374c,2010,Shirley,L.,Huntley,Democrat,"State Legislative","State Senator","New York - NY",10,"Black/African American"
13374c,2011,Shirley,L.,Huntley,Democrat,"State Legislative","State Senator","New York - NY",10,"Black/African American"
13374c,2012,Shirley,L.,Huntley,Democrat,"State Legislative","State Senator","New York - NY",10,"Black/African American"
387344k,2013,Frances,Ann,Hurley,Democrat,"State Legislative","State Representative","Illinois - IL",35,White
387344k,2014,Frances,Ann,Hurley,Democrat,"State Legislative","State Representative","Illinois - IL",35,White
387344k,2015,Frances,Ann,Hurley,Democrat,"State Legislative","State Representative","Illinois - IL",35,White
387344k,2016,Frances,Ann,Hurley,Democrat,"State Legislative","State Representative","Illinois - IL",35,White
387344k,2017,Frances,Ann,Hurley,Democrat,"State Legislative","State Representative","Illinois - IL",35,White
387344k,2018,Frances,Ann,Hurley,Democrat,"State Legislative","State Representative","Illinois - IL",35,White
387344k,2019,Frances,Ann,Hurley,Democrat,"State Legislative","State Representative","Illinois - IL",35,White
387344k,2020,Frances,Ann,Hurley,Democrat,"State Legislative","State Representative","Illinois - IL",35,White
15539c,2011,Julia,Cheyanne,Hurley,Republican,"State Legislative","State Representative","Tennessee - TN",32,White
15539c,2012,Julia,Cheyanne,Hurley,Republican,"State Legislative","State Representative","Tennessee - TN",32,White
250133k,2008,Patricia,B.,Hurley,Republican,"State Legislative","State Representative","North Carolina - NC",70,White
250133k,2009,Patricia,B.,Hurley,Republican,"State Legislative","State Representative","North Carolina - NC",70,White
250133k,2010,Patricia,B.,Hurley,Republican,"State Legislative","State Representative","North Carolina - NC",70,White
250133k,2011,Patricia,B.,Hurley,Republican,"State Legislative","State Representative","North Carolina - NC",70,White
250133k,2012,Patricia,B.,Hurley,Republican,"State Legislative","State Representative","North Carolina - NC",70,White
250133k,2013,Patricia,B.,Hurley,Republican,"State Legislative","State Representative","North Carolina - NC",70,White
250133k,2014,Patricia,B.,Hurley,Republican,"State Legislative","State Representative","North Carolina - NC",70,White
250133k,2015,Patricia,B.,Hurley,Republican,"State Legislative","State Representative","North Carolina - NC",70,White
250133k,2016,Patricia,B.,Hurley,Republican,"State Legislative","State Representative","North Carolina - NC",70,White
250133k,2017,Patricia,B.,Hurley,Republican,"State Legislative","State Representative","North Carolina - NC",70,White
250133k,2018,Patricia,B.,Hurley,Republican,"State Legislative","State Representative","North Carolina - NC",70,White
250133k,2019,Patricia,B.,Hurley,Republican,"State Legislative","State Representative","North Carolina - NC",70,White
250133k,2020,Patricia,B.,Hurley,Republican,"State Legislative","State Representative","North Carolina - NC",70,White
660326k,2019,Melissa,,Hurtado,Democrat,"State Legislative","State Senator","California - CA",14,Hispanic/Latina
660326k,2020,Melissa,,Hurtado,Democrat,"State Legislative","State Senator","California - CA",14,Hispanic/Latina
5612c,2008,Geri,D.,Huser,Democrat,"State Legislative","State Representative","Iowa - IA",42,White
5612c,2009,Geri,D.,Huser,Democrat,"State Legislative","State Representative","Iowa - IA",42,White
5612c,2010,Geri,D.,Huser,Democrat,"State Legislative","State Representative","Iowa - IA",42,White
296400k,2019,Lynn,,Hutchings,Republican,"State Legislative","State Senator","Wyoming - WY",5,"Black/African American"
296400k,2020,Lynn,,Hutchings,Republican,"State Legislative","State Senator","Wyoming - WY",5,"Black/African American"
296400k,2013,Lynn,,Hutchings,Republican,"State Legislative","State Representative","Wyoming - WY",42,"Black/African American"
296400k,2014,Lynn,,Hutchings,Republican,"State Legislative","State Representative","Wyoming - WY",42,"Black/African American"
194642k,2015,Becky,J.,Hutchins,Republican,"State Legislative","State Representative","Kansas - KS",61,White
194642k,2016,Becky,J.,Hutchins,Republican,"State Legislative","State Representative","Kansas - KS",61,White
12718c,2008,Donna,Jean,Hutchinson,Republican,"State Legislative","State Representative","Arkansas - AR",98,White
12718c,2009,Donna,Jean,Hutchinson,Republican,"State Legislative","State Representative","Arkansas - AR",98,White
12718c,2010,Donna,Jean,Hutchinson,Republican,"State Legislative","State Representative","Arkansas - AR",98,White
12718c,2011,Donna,Jean,Hutchinson,Republican,"State Legislative","State Representative","Arkansas - AR",98,White
12718c,2012,Donna,Jean,Hutchinson,Republican,"State Legislative","State Representative","Arkansas - AR",98,White
14692c,2009,Gina,,Hutchinson,Democrat,"State Legislative","State Representative","New Hampshire - NH",Rock-05,White
14692c,2010,Gina,,Hutchinson,Democrat,"State Legislative","State Representative","New Hampshire - NH",Rock-05,White
2422c,2008,Karen,,Hutchinson,Republican,"State Legislative","State Representative","New Hampshire - NH",Rock-75,White
2422c,2009,Karen,,Hutchinson,Republican,"State Legislative","State Representative","New Hampshire - NH",Rock-75,White
2422c,2010,Karen,,Hutchinson,Republican,"State Legislative","State Representative","New Hampshire - NH",Rock-75,White
2422c,2011,Karen,,Hutchinson,Republican,"State Legislative","State Representative","New Hampshire - NH",Rock-75,White
2422c,2012,Karen,,Hutchinson,Republican,"State Legislative","State Representative","New Hampshire - NH",Rock-75,White
658574k,2019,Shelly,,Hutchinson,Democrat,"State Legislative","State Representative","Georgia - GA",107,"Black/African American"
658574k,2020,Shelly,,Hutchinson,Democrat,"State Legislative","State Representative","Georgia - GA",107,"Black/African American"
273789k,2009,Toi,W.,Hutchinson,Democrat,"State Legislative","State Senator","Illinois - IL",40,"Black/African American"
273789k,2010,Toi,W.,Hutchinson,Democrat,"State Legislative","State Senator","Illinois - IL",40,"Black/African American"
273789k,2011,Toi,W.,Hutchinson,Democrat,"State Legislative","State Senator","Illinois - IL",40,"Black/African American"
273789k,2012,Toi,W.,Hutchinson,Democrat,"State Legislative","State Senator","Illinois - IL",40,"Black/African American"
273789k,2013,Toi,W.,Hutchinson,Democrat,"State Legislative","State Senator","Illinois - IL",40,"Black/African American"
273789k,2014,Toi,W.,Hutchinson,Democrat,"State Legislative","State Senator","Illinois - IL",40,"Black/African American"
273789k,2015,Toi,W.,Hutchinson,Democrat,"State Legislative","State Senator","Illinois - IL",40,"Black/African American"
273789k,2016,Toi,W.,Hutchinson,Democrat,"State Legislative","State Senator","Illinois - IL",40,"Black/African American"
273789k,2017,Toi,W.,Hutchinson,Democrat,"State Legislative","State Senator","Illinois - IL",40,"Black/African American"
273789k,2018,Toi,W.,Hutchinson,Democrat,"State Legislative","State Senator","Illinois - IL",40,"Black/African American"
273789k,2019,Toi,W.,Hutchinson,Democrat,"State Legislative","State Senator","Illinois - IL",40,"Black/African American"
8484c,2008,Kay,Bailey,Hutchison,Republican,Federal/Congress,"U.S. Senator","Texas - TX",,White
8484c,2009,Kay,Bailey,Hutchison,Republican,Federal/Congress,"U.S. Senator","Texas - TX",,White
8484c,2010,Kay,Bailey,Hutchison,Republican,Federal/Congress,"U.S. Senator","Texas - TX",,White
8484c,2011,Kay,Bailey,Hutchison,Republican,Federal/Congress,"U.S. Senator","Texas - TX",,White
8484c,2012,Kay,Bailey,Hutchison,Republican,Federal/Congress,"U.S. Senator","Texas - TX",,White
9872c,2008,Nita,Rusich,Hutter,Republican,"State Legislative","State Representative","Louisiana - LA",104,White
9872c,2009,Nita,Rusich,Hutter,Republican,"State Legislative","State Representative","Louisiana - LA",104,White
9872c,2010,Nita,Rusich,Hutter,Republican,"State Legislative","State Representative","Louisiana - LA",104,White
9872c,2011,Nita,Rusich,Hutter,Republican,"State Legislative","State Representative","Louisiana - LA",104,White
14073c,2009,Anne,"L. Peterson",Hutto,Democrat,"State Legislative","State Representative","South Carolina - SC",115,White
14073c,2010,Anne,"L. Peterson",Hutto,Democrat,"State Legislative","State Representative","South Carolina - SC",115,White
13561c,2008,Sarah,A.,Hutz,Democrat,"State Legislative","State Representative","New Hampshire - NH",Straf-05,White
13561c,2009,Sarah,A.,Hutz,Democrat,"State Legislative","State Representative","New Hampshire - NH",Straf-05,White
13561c,2010,Sarah,A.,Hutz,Democrat,"State Legislative","State Representative","New Hampshire - NH",Straf-05,White
196212k,2018,Cindy,,Hyde-Smith,Republican,Federal/Congress,"U.S. Senator","Mississippi - MS",S02,White
196212k,2019,Cindy,,Hyde-Smith,Republican,Federal/Congress,"U.S. Senator","Mississippi - MS",S02,White
196212k,2020,Cindy,,Hyde-Smith,Republican,Federal/Congress,"U.S. Senator","Mississippi - MS",S02,White
196212k,2012,Cindy,,Hyde-Smith,Republican,"Statewide Executive",Agriculture,"Mississippi - MS",,White
196212k,2013,Cindy,,Hyde-Smith,Republican,"Statewide Executive",Agriculture,"Mississippi - MS",,White
196212k,2014,Cindy,,Hyde-Smith,Republican,"Statewide Executive",Agriculture,"Mississippi - MS",,White
196212k,2015,Cindy,,Hyde-Smith,Republican,"Statewide Executive",Agriculture,"Mississippi - MS",,White
196212k,2016,Cindy,,Hyde-Smith,Republican,"Statewide Executive",Agriculture,"Mississippi - MS",,White
196212k,2017,Cindy,,Hyde-Smith,Republican,"Statewide Executive",Agriculture,"Mississippi - MS",,White
196212k,2018,Cindy,,Hyde-Smith,Republican,"Statewide Executive",Agriculture,"Mississippi - MS",,White
196212k,2008,Cindy,,Hyde-Smith,Republican,"State Legislative","State Senator","Mississippi - MS",39,White
196212k,2009,Cindy,,Hyde-Smith,Republican,"State Legislative","State Senator","Mississippi - MS",39,White
196212k,2010,Cindy,,Hyde-Smith,Republican,"State Legislative","State Senator","Mississippi - MS",39,White
196212k,2011,Cindy,,Hyde-Smith,Republican,"State Legislative","State Senator","Mississippi - MS",39,White
12191c,2008,"D. Janele",,Hyer-Spencer,Democrat,"State Legislative","State Representative","New York - NY",60,White
12191c,2009,"D. Janele",,Hyer-Spencer,Democrat,"State Legislative","State Representative","New York - NY",60,White
12191c,2010,"D. Janele",,Hyer-Spencer,Democrat,"State Legislative","State Representative","New York - NY",60,White
491202k,2015,Patricia,,Hymanson,Democrat,"State Legislative","State Representative","Maine - ME",4,White
491202k,2016,Patricia,,Hymanson,Democrat,"State Legislative","State Representative","Maine - ME",4,White
491202k,2017,Patricia,,Hymanson,Democrat,"State Legislative","State Representative","Maine - ME",4,White
491202k,2018,Patricia,,Hymanson,Democrat,"State Legislative","State Representative","Maine - ME",4,White
491202k,2019,Patricia,,Hymanson,Democrat,"State Legislative","State Representative","Maine - ME",4,White
491202k,2020,Patricia,,Hymanson,Democrat,"State Legislative","State Representative","Maine - ME",4,White
559256k,2016,Alicia,L.,Hyndman,Democrat,"State Legislative","State Representative","New York - NY",29,"Black/African American"
559256k,2017,Alicia,L.,Hyndman,Democrat,"State Legislative","State Representative","New York - NY",29,"Black/African American"
559256k,2018,Alicia,L.,Hyndman,Democrat,"State Legislative","State Representative","New York - NY",29,"Black/African American"
559256k,2019,Alicia,L.,Hyndman,Democrat,"State Legislative","State Representative","New York - NY",29,"Black/African American"
559256k,2020,Alicia,L.,Hyndman,Democrat,"State Legislative","State Representative","New York - NY",29,"Black/African American"
299204k,2011,Linda,E.,Ichiyama,Democrat,"State Legislative","State Representative","Hawaii - HI",32,"Asian/Pacific Islander"
299204k,2012,Linda,E.,Ichiyama,Democrat,"State Legislative","State Representative","Hawaii - HI",32,"Asian/Pacific Islander"
299204k,2013,Linda,E.,Ichiyama,Democrat,"State Legislative","State Representative","Hawaii - HI",32,"Asian/Pacific Islander"
299204k,2014,Linda,E.,Ichiyama,Democrat,"State Legislative","State Representative","Hawaii - HI",32,"Asian/Pacific Islander"
299204k,2015,Linda,E.,Ichiyama,Democrat,"State Legislative","State Representative","Hawaii - HI",32,"Asian/Pacific Islander"
299204k,2016,Linda,E.,Ichiyama,Democrat,"State Legislative","State Representative","Hawaii - HI",32,"Asian/Pacific Islander"
299204k,2017,Linda,E.,Ichiyama,Democrat,"State Legislative","State Representative","Hawaii - HI",32,"Asian/Pacific Islander"
299204k,2018,Linda,E.,Ichiyama,Democrat,"State Legislative","State Representative","Hawaii - HI",32,"Asian/Pacific Islander"
299204k,2019,Linda,E.,Ichiyama,Democrat,"State Legislative","State Representative","Hawaii - HI",32,"Asian/Pacific Islander"
299204k,2020,Linda,E.,Ichiyama,Democrat,"State Legislative","State Representative","Hawaii - HI",32,"Asian/Pacific Islander"
103t,2018,Alice,S.,Igitol,Republican,Territorial/D.C.,"Territorial/D.C. Representative","Northern Mariana Islands - MI",4,"Asian/Pacific Islander"
653839k,2018,Allison,,Ikley-Freeman,Democrat,"State Legislative","State Senator","Oklahoma - OK",37,White
653839k,2019,Allison,,Ikley-Freeman,Democrat,"State Legislative","State Senator","Oklahoma - OK",37,White
653839k,2020,Allison,,Ikley-Freeman,Democrat,"State Legislative","State Senator","Oklahoma - OK",37,White
661043k,2019,Keri,,Ingle,Democrat,"State Legislative","State Representative","Missouri - MO",35,White
661043k,2020,Keri,,Ingle,Democrat,"State Legislative","State Representative","Missouri - MO",35,White
12927c,2008,Pat,,Ingraham,Republican,"State Legislative","State Representative","Montana - MT",13,White
12927c,2009,Pat,,Ingraham,Republican,"State Legislative","State Representative","Montana - MT",13,White
12927c,2010,Pat,,Ingraham,Republican,"State Legislative","State Representative","Montana - MT",13,White
12927c,2011,Pat,,Ingraham,Republican,"State Legislative","State Representative","Montana - MT",13,White
12927c,2012,Pat,,Ingraham,Republican,"State Legislative","State Representative","Montana - MT",13,White
12927c,2013,Pat,,Ingraham,Republican,"State Legislative","State Representative","Montana - MT",13,White
12927c,2014,Pat,,Ingraham,Republican,"State Legislative","State Representative","Montana - MT",13,White
486376k,2017,Catherine,,Ingram,Democrat,"State Legislative","State Representative","Ohio - OH",32,"Black/African American"
486376k,2018,Catherine,,Ingram,Democrat,"State Legislative","State Representative","Ohio - OH",32,"Black/African American"
486376k,2019,Catherine,,Ingram,Democrat,"State Legislative","State Representative","Ohio - OH",32,"Black/African American"
486376k,2020,Catherine,,Ingram,Democrat,"State Legislative","State Representative","Ohio - OH",32,"Black/African American"
425912k,2017,Debbie,,Ingram,Democrat,"State Legislative","State Senator","Vermont - VT",5,White
425912k,2018,Debbie,,Ingram,Democrat,"State Legislative","State Senator","Vermont - VT",5,White
425912k,2019,Debbie,,Ingram,Democrat,"State Legislative","State Senator","Vermont - VT",5,White
425912k,2020,Debbie,,Ingram,Democrat,"State Legislative","State Senator","Vermont - VT",5,White
659999k,2019,Sara,G.,Innamorato,Democrat,"State Legislative","State Representative","Pennsylvania - PA",21,White
659999k,2020,Sara,G.,Innamorato,Democrat,"State Legislative","State Representative","Pennsylvania - PA",21,White
14141c,2009,Melissa,Walsh,Innes,Democrat,"State Legislative","State Representative","Maine - ME",107,White
14141c,2010,Melissa,Walsh,Innes,Democrat,"State Legislative","State Representative","Maine - ME",107,White
14141c,2011,Melissa,Walsh,Innes,Democrat,"State Legislative","State Representative","Maine - ME",107,White
14141c,2012,Melissa,Walsh,Innes,Democrat,"State Legislative","State Representative","Maine - ME",107,White
193889k,2015,Lorraine,R.,Inouye,Democrat,"State Legislative","State Senator","Hawaii - HI",4,"Asian/Pacific Islander"
