"","democrat","republican","other","state","year","district","democrat_incumbent","democrat_votes","republican_incumbent","republican_votes","other_incumbent","other_votes","gender_dem","gender_rep","winner_party","winner_gender","vote_prop_dem","vote_prop_rep","vote_prop_other"
"2051","Ashley Beard-Fosnow","Rick Brattin","No candidate","Missouri",2016,"55","False",7139,"True",12350,"0",0,"female","male","Republican","male",0.366309200061573,0.633690799938427,0
"2052","DJ Rash","Jack Bondon","No candidate","Missouri",2016,"56","False",5252,"True",11237,"0",0,"male","male","Republican","male",0.318515373885621,0.681484626114379,0
"2053","William Grimes","Wanda Brown","No candidate","Missouri",2016,"57","False",5338,"True",10857,"0",0,"male","female","Republican","female",0.329607903673973,0.670392096326027,0
"2054","Travis Maupin","David Wood","No candidate","Missouri",2016,"58","False",2708,"True",11585,"0",0,"male","male","Republican","male",0.189463373679423,0.810536626320577,0
"2055","No candidate","Mike Bernskoetter","No candidate","Missouri",2016,"59","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2056","Kevin Nelson","Jason Barnes","No candidate","Missouri",2016,"60","False",6202,"True",11139,"0",0,"male","male","Republican","male",0.357649501182169,0.642350498817831,0
"2057","Tom Smith","Justin Alferman","No candidate","Missouri",2016,"61","False",4339,"True",14255,"0",0,"male","male","Republican","male",0.233354845649134,0.766645154350866,0
"2058","No candidate","Tom Hurst","No candidate","Missouri",2016,"62","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2059","Liz Gattra","Bryan Spencer","No candidate","Missouri",2016,"63","False",6530,"True",15627,"0",0,"female","male","Republican","male",0.294714988491222,0.705285011508778,0
"2060","Mark Routburg","Robert Cornejo","No candidate","Missouri",2016,"64","False",6567,"True",12852,"0",0,"male","male","Republican","male",0.338173953344662,0.661826046655338,0
"2061","Kenny Biermann","Tom Hannegan","Dean Hodge","Missouri",2016,"65","False",7684,"False",9716,"False",545,"male","male","Republican","male",0.428197269434383,0.541432153803288,0.0303705767623293
"2062","Tommie Pierson Jr.","John Saxton","No candidate","Missouri",2016,"66","False",11882,"False",1503,"0",0,"male","male","Democrat","male",0.88771012327232,0.11228987672768,0
"2063","Alan Green","No candidate","No candidate","Missouri",2016,"67","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2064","Jay Mosley","No candidate","Keith English","Missouri",2016,"68","False",9863,"False",0,"True",7414,"male","N/A","Democrat","male",0.570874573131909,0,0.429125426868091
"2065","Gretchen Bangert","No candidate","No candidate","Missouri",2016,"69","False",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"2066","Byron DeLear","Mark Matthiesen","No candidate","Missouri",2016,"70","False",8447,"False",9491,"0",0,"male","male","Republican","male",0.470899765860185,0.529100234139815,0
"2067","Sue Meredith","Jim Cain","No candidate","Missouri",2016,"71","True",10699,"False",6385,"0",0,"female","male","Democrat","female",0.62625848747366,0.37374151252634,0
"2068","Mary Nichols","Dan Hyatt","No candidate","Missouri",2016,"72","True",10073,"False",5287,"0",0,"female","male","Democrat","female",0.655794270833333,0.344205729166667,0
"2069","Courtney Curtis","No candidate","No candidate","Missouri",2016,"73","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"2070","Cora Walker","No candidate","No candidate","Missouri",2016,"74","False",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"2071","Alan Gray","No candidate","No candidate","Missouri",2016,"75","False",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2072","Joshua Peters","No candidate","No candidate","Missouri",2016,"76","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2073","Steve Roberts","No candidate","No candidate","Missouri",2016,"77","False",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2074","Bruce Franks","Erik Shelquist","No candidate","Missouri",2016,"78","False",10964,"False",1744,"0",0,"male","male","Democrat","male",0.862763613471829,0.137236386528171,0
"2075","Michael Butler","No candidate","Dan Elder","Missouri",2016,"79","True",12971,"False",0,"False",1562,"male","N/A","Democrat","male",0.892520470652997,0,0.107479529347003
"2076","Peter Merideth","No candidate","Teressa Rose Ezell","Missouri",2016,"80","False",12917,"False",0,"False",2348,"male","N/A","Democrat","male",0.846184081231576,0,0.153815918768424
"2077","Fred Wessels","No candidate","No candidate","Missouri",2016,"81","False",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2078","Donna Baringer","Robert Crump","No candidate","Missouri",2016,"82","False",12840,"False",5382,"0",0,"female","male","Democrat","female",0.704642739545604,0.295357260454396,0
"2079","Gina Mitten","No candidate","Andrew Bolin","Missouri",2016,"83","True",13575,"False",0,"False",4229,"female","N/A","Democrat","female",0.762469108065603,0,0.237530891934397
"2080","Karla May","No candidate","No candidate","Missouri",2016,"84","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"2081","Clem Smith","Steven McKnight","No candidate","Missouri",2016,"85","True",11963,"False",2701,"0",0,"male","male","Democrat","male",0.815807419530824,0.184192580469176,0
"2082","Joe Adams","No candidate","Joy Elliott","Missouri",2016,"86","True",14582,"False",0,"False",2284,"male","N/A","Democrat","male",0.864579627653267,0,0.135420372346733
"2083","Stacey Newman","No candidate","No candidate","Missouri",2016,"87","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"2084","Tracy McCreery","No candidate","Steven Robnak","Missouri",2016,"88","True",12891,"False",0,"False",5092,"female","N/A","Democrat","female",0.716843685703164,0,0.283156314296836
"2085","Jack Schilligo","Dean Plocher","No candidate","Missouri",2016,"89","False",8207,"True",15310,"0",0,"male","male","Republican","male",0.348981587787558,0.651018412212442,0
"2086","Deb Lavender","Mark Milton","No candidate","Missouri",2016,"90","True",12844,"False",10214,"0",0,"female","male","Democrat","female",0.557030098013705,0.442969901986295,0
"2087","Sarah Unsicker","Greg Mueller","No candidate","Missouri",2016,"91","False",12287,"False",9458,"0",0,"female","male","Democrat","female",0.565049436652104,0.434950563347896,0
"2088","Doug Beck","Daniel Bogle","No candidate","Missouri",2016,"92","False",9727,"False",8857,"0",0,"male","male","Democrat","male",0.523407232027551,0.476592767972449,0
"2089","Bob Burns","Landry Sorbel","No candidate","Missouri",2016,"93","True",9081,"False",5203,"0",0,"male","male","Democrat","male",0.635746289554747,0.364253710445253,0
"2090","Vicki Englund","Cloria Brown","No candidate","Missouri",2016,"94","False",8582,"True",8969,"0",0,"female","female","Republican","female",0.488974987180218,0.511025012819782,0
"2091","Glenn Koenen","Marsha Haefner","No candidate","Missouri",2016,"95","False",7565,"True",12905,"0",0,"male","female","Republican","female",0.369565217391304,0.630434782608696,0
"2092","No candidate","David Gregory","No candidate","Missouri",2016,"96","False",0,"False",1,"0",0,"N/A","male","Republican","male",0,1,0
"2093","No candidate","John McCaherty","Tracy Scott","Missouri",2016,"97","False",0,"True",11516,"False",3966,"N/A","male","Republican","male",0,0.743831546311846,0.256168453688154
"2094","Nancy Craig","Shamed Dogan","No candidate","Missouri",2016,"98","False",8031,"True",12710,"0",0,"female","Unknown","Republican","Unknown",0.387204088520322,0.612795911479678,0
"2095","Bill Pinkston","Jean Evans","No candidate","Missouri",2016,"99","False",7943,"False",10893,"0",0,"male","female","Republican","female",0.421692503716288,0.578307496283712,0
"2096","No candidate","Derek Grier","No candidate","Missouri",2016,"100","False",0,"False",1,"0",0,"N/A","male","Republican","male",0,1,0
"2097","Dennis Lavallee","Bruce DeGroot","No candidate","Missouri",2016,"101","False",5765,"False",14936,"0",0,"male","male","Republican","male",0.278488961885899,0.721511038114101,0
"2098","No candidate","Kurt Bahr","No candidate","Missouri",2016,"102","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2099","Marguerite Dillworth","John Wiemann","Charles Hull","Missouri",2016,"103","False",6026,"True",14019,"False",816,"female","male","Republican","male",0.288864388092613,0.67201955802694,0.0391160538804468
"2100","Peggy Sherwin","Kathie Conway","No candidate","Missouri",2016,"104","False",7064,"True",12318,"0",0,"female","female","Republican","female",0.364461871839851,0.635538128160149,0
"2101","Brian Stiens","Phil Christofanelli","Tim Hammack","Missouri",2016,"105","False",7526,"False",12859,"False",528,"male","male","Republican","male",0.359871850045426,0.614880696217664,0.0252474537369101
"2102","Michael Dorwart","Chrissy Sommer","No candidate","Missouri",2016,"106","False",7281,"True",10447,"0",0,"male","female","Republican","female",0.410706227436823,0.589293772563177,0
"2103","Curtis Wylde","Nick Schroer","No candidate","Missouri",2016,"107","False",6826,"False",12200,"0",0,"male","male","Republican","male",0.358772206454326,0.641227793545674,0
"2104","Ed Shew","Justin Hill","No candidate","Missouri",2016,"108","False",6663,"True",14271,"0",0,"male","male","Republican","male",0.318286041845801,0.681713958154199,0
"2105","No candidate","Paul Curtman","Ellen Skiljan","Missouri",2016,"109","False",0,"True",14164,"False",3301,"N/A","male","Republican","male",0,0.810993415402233,0.189006584597767
"2106","No candidate","Kirk Mathews","No candidate","Missouri",2016,"110","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2107","Del Viehland","Shane Roden","Jon Schuessler","Missouri",2016,"111","False",5020,"True",10699,"False",1510,"male","male","Republican","male",0.291369203087817,0.62098786929015,0.0876429276220326
"2108","Robert Butler","Rob Vescovo","No candidate","Missouri",2016,"112","False",7278,"True",10754,"0",0,"male","male","Republican","male",0.403615794143744,0.596384205856256,0
"2109","Karen Settlemoir-Berg","Dan Shaul","No candidate","Missouri",2016,"113","False",6995,"True",9598,"0",0,"female","male","Republican","male",0.421563309829446,0.578436690170554,0
"2110","No candidate","Becky Ruth","No candidate","Missouri",2016,"114","False",0,"True",1,"0",0,"N/A","female","Republican","female",0,1,0
"2111","Barbara Stocker","Elaine Gannon","Charles Bigelow","Missouri",2016,"115","False",3972,"True",10110,"False",646,"female","female","Republican","female",0.269690385659967,0.686447582835416,0.0438620315046171
"2112","No candidate","Kevin Engler","No candidate","Missouri",2016,"116","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2113","Travis Barnes","Mike Henderson","No candidate","Missouri",2016,"117","False",5567,"False",7302,"0",0,"male","male","Republican","male",0.432589944828658,0.567410055171342,0
"2114","Ben Harris","No candidate","No candidate","Missouri",2016,"118","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2115","No candidate","Nate Tate","No candidate","Missouri",2016,"119","False",0,"False",1,"0",0,"N/A","male","Republican","male",0,1,0
"2116","No candidate","Jason Chipman","No candidate","Missouri",2016,"120","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2117","No candidate","Keith Frederick","No candidate","Missouri",2016,"121","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2118","No candidate","Steve Lynch","No candidate","Missouri",2016,"122","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2119","No candidate","Diane Franklin","No candidate","Missouri",2016,"123","False",0,"True",1,"0",0,"N/A","female","Republican","female",0,1,0
"2120","No candidate","Rocky Miller","No candidate","Missouri",2016,"124","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2121","No candidate","Warren Love","No candidate","Missouri",2016,"125","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2122","No candidate","Patricia Pike","No candidate","Missouri",2016,"126","False",0,"True",1,"0",0,"N/A","female","Republican","female",0,1,0
"2123","No candidate","Mike Kelley","George R. Parsons","Missouri",2016,"127","False",0,"True",14646,"False",2424,"N/A","male","Republican","male",0,0.857996485061511,0.142003514938489
"2124","No candidate","Mike Stephens","Janet Sheffield","Missouri",2016,"128","False",0,"False",13804,"False",2349,"N/A","male","Republican","male",0,0.854578096947935,0.145421903052065
"2125","No candidate","Sandy Crawford","Charles Matranga","Missouri",2016,"129","False",0,"True",14260,"False",1842,"N/A","female","Republican","female",0,0.885604272761148,0.114395727238852
"2126","Ella Goeppinger","Jeff Messenger","No candidate","Missouri",2016,"130","False",3762,"True",14247,"0",0,"female","male","Republican","male",0.208895552223888,0.791104447776112,0
"2127","Nate Branscom","Sonya Anderson","Arthur Hodge","Missouri",2016,"131","False",4148,"True",10267,"False",735,"male","female","Republican","female",0.273795379537954,0.677689768976898,0.0485148514851485
"2128","Crystal Quade","Thomas Quinn","Chris Burros","Missouri",2016,"132","False",5215,"False",4243,"False",521,"female","male","Democrat","female",0.522597454654775,0.425192905100712,0.0522096402445135
"2129","Jim Clemmons","Curtis Trent","No candidate","Missouri",2016,"133","False",5741,"False",12368,"0",0,"male","male","Republican","male",0.317024683858855,0.682975316141145,0
"2130","Angela Pryor","Elijah Haahr","Daniel Romine","Missouri",2016,"134","False",6313,"True",9901,"False",741,"female","male","Republican","male",0.372338543202595,0.583957534650546,0.0437039221468593
"2131","Randy Alberhasky","Steve Helms","David Carr","Missouri",2016,"135","False",7177,"False",8187,"False",887,"male","male","Republican","male",0.441634360962402,0.503784382499538,0.0545812565380592
"2132","Jeff Munzinger","Kevin Austin","No candidate","Missouri",2016,"136","False",8214,"True",13581,"0",0,"male","male","Republican","male",0.376875430144529,0.623124569855471,0
"2133","No candidate","Lyndall Fraker","No candidate","Missouri",2016,"137","False",0,"True",1,"0",0,"N/A","female","Republican","female",0,1,0
"2134","No candidate","Don Phillips","No candidate","Missouri",2016,"138","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2135","No candidate","Jered Taylor","No candidate","Missouri",2016,"139","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2136","Jim Billedo","Lynn Morris","Robert Debbaut","Missouri",2016,"140","False",4175,"True",14371,"False",413,"male","female","Republican","female",0.220212036499815,0.758004114141041,0.0217838493591434
"2137","No candidate","Hannah Kelly","No candidate","Missouri",2016,"141","False",0,"False",1,"0",0,"N/A","female","Republican","female",0,1,0
"2138","Bobby Johnston","Robert Ross","No candidate","Missouri",2016,"142","False",2569,"True",11308,"0",0,"male","male","Republican","male",0.185126468256828,0.814873531743172,0
"2139","No candidate","Jeff Pogue","No candidate","Missouri",2016,"143","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2140","No candidate","Paul Fitzwater","No candidate","Missouri",2016,"144","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2141","Ronald Pember","Rick Francis","Tori Proffer","Missouri",2016,"145","False",2873,"False",12773,"False",603,"male","male","Republican","male",0.17681088066958,0.786079143331897,0.037109975998523
"2142","No candidate","Donna Lichtenegger","No candidate","Missouri",2016,"146","False",0,"True",1,"0",0,"N/A","female","Republican","female",0,1,0
"2143","No candidate","Kathy Swan","Greg Tlapek","Missouri",2016,"147","False",0,"True",10575,"False",3782,"N/A","female","Republican","female",0,0.73657449327854,0.26342550672146
"2144","No candidate","Holly Rehder","No candidate","Missouri",2016,"148","False",0,"True",1,"0",0,"N/A","female","Republican","female",0,1,0
"2145","Brantley Atchley","Don Rone","No candidate","Missouri",2016,"149","False",5588,"True",7469,"0",0,"male","male","Republican","male",0.427969671440607,0.572030328559393,0
"2146","Lena Samford","Andrew McDaniel","No candidate","Missouri",2016,"150","False",3691,"True",7692,"0",0,"female","male","Republican","male",0.324255468681367,0.675744531318633,0
"2147","No candidate","Tila Hubrecht","No candidate","Missouri",2016,"151","False",0,"True",1,"0",0,"N/A","female","Republican","female",0,1,0
"2148","No candidate","Todd Richardson","No candidate","Missouri",2016,"152","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2149","Matt Michel","Steve Cookson","No candidate","Missouri",2016,"153","False",3920,"True",11681,"0",0,"male","male","Republican","male",0.251265944490738,0.748734055509262,0
"2150","No candidate","Shawn Rhoads","Terry Hampton","Missouri",2016,"154","False",0,"True",11563,"False",3868,"N/A","male","Republican","male",0,0.749335752705593,0.250664247294407
"2151","No candidate","Lyle Rowland","No candidate","Missouri",2016,"155","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2152","No candidate","Jeff Justus","No candidate","Missouri",2016,"156","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2153","No candidate","Mike Moon","Stephanie Davis","Missouri",2016,"157","False",0,"True",11632,"False",4050,"N/A","male","Republican","male",0,0.741742124728989,0.258257875271011
"2154","No candidate","Scott Fitzpatrick","No candidate","Missouri",2016,"158","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2155","No candidate","Bill Lant","No candidate","Missouri",2016,"159","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2156","No candidate","Bill Reiboldt","No candidate","Missouri",2016,"160","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2157","No candidate","Bill White","No candidate","Missouri",2016,"161","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2158","No candidate","Charlie Davis","No candidate","Missouri",2016,"162","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2159","No candidate","Cody Smith","No candidate","Missouri",2016,"163","False",0,"False",1,"0",0,"N/A","male","Republican","male",0,1,0
"2160","Steve Haarstick","Steve Gunderson","No candidate","Montana",2016,"1","False",1155,"False",3045,"0",0,"male","male","Republican","male",0.275,0.725,0
"2161","David McGarry","Mike Cuffe","No candidate","Montana",2016,"2","False",1035,"True",3829,"0",0,"male","male","Republican","male",0.212787828947368,0.787212171052632,0
"2162","Zac Perry","Taylor Rose","No candidate","Montana",2016,"3","True",2474,"False",2203,"0",0,"male","female","Democrat","male",0.528971562967714,0.471028437032286,0
"2163","Deborah Gentry","Matt Regier","No candidate","Montana",2016,"4","False",1170,"False",3955,"0",0,"female","male","Republican","male",0.228292682926829,0.771707317073171,0
"2164","Dave Fern","Chet Billi","No candidate","Montana",2016,"5","False",3257,"False",2483,"0",0,"male","male","Democrat","male",0.567421602787456,0.432578397212544,0
"2165","Lisa Morrow","Carl Glimm","Ian Wheeler","Montana",2016,"6","False",1612,"True",3770,"False",313,"female","male","Republican","male",0.28305531167691,0.66198419666374,0.0549604916593503
"2166","Lynn Stanley","Frank Garner","No candidate","Montana",2016,"7","False",1392,"True",2604,"0",0,"female","male","Republican","male",0.348348348348348,0.651651651651652,0
"2167","Paige Rappleye","Steve Lavin","No candidate","Montana",2016,"8","False",1115,"True",3665,"0",0,"female","male","Republican","male",0.23326359832636,0.76673640167364,0
"2168","Brittany MacLean","Randy Brodehl","No candidate","Montana",2016,"9","False",1052,"True",2804,"0",0,"female","male","Republican","male",0.272821576763485,0.727178423236514,0
"2169","No candidate","Mark Noland","James Swanson","Montana",2016,"10","False",0,"True",4102,"False",1516,"N/A","male","Republican","male",0,0.730153079387682,0.269846920612318
"2170","Eileen Bech","Derek Skees","No candidate","Montana",2016,"11","False",1305,"False",3752,"0",0,"female","male","Republican","male",0.258058137235515,0.741941862764485,0
"2171","Susan Evans","Greg Hertz","No candidate","Montana",2016,"12","False",1883,"True",3403,"0",0,"female","male","Republican","male",0.356223987892546,0.643776012107454,0
"2172","Debra Achatz","Bob Brown","No candidate","Montana",2016,"13","False",129,"True",3942,"0",0,"female","male","Republican","male",0.0316875460574797,0.96831245394252,0
"2173","Bryan Foster","Denley Loge","No candidate","Montana",2016,"14","False",1054,"False",3681,"0",0,"male","male","Republican","male",0.22259767687434,0.77740232312566,0
"2174","George Kipp","No candidate","No candidate","Montana",2016,"15","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2175","Susan Webber","No candidate","No candidate","Montana",2016,"16","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"2176","Barnett Sporkin-Morrison","Ross Fitzgerald","No candidate","Montana",2016,"17","False",1275,"False",3700,"0",0,"male","male","Republican","male",0.256281407035176,0.743718592964824,0
"2177","No candidate","Rob Cook","No candidate","Montana",2016,"18","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2178","Elaine Olsen","Wendy McKamey","No candidate","Montana",2016,"19","False",1243,"False",3351,"0",0,"female","female","Republican","female",0.270570309098825,0.729429690901175,0
"2179","Amy Rapp","Fred Anderson","No candidate","Montana",2016,"20","False",1625,"False",3985,"0",0,"female","male","Republican","male",0.289661319073084,0.710338680926916,0
"2180","Tom Jacobson","No candidate","No candidate","Montana",2016,"21","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2181","Albert Ferderer","Lola Sheldon-Galloway","No candidate","Montana",2016,"22","False",1801,"False",2100,"0",0,"male","female","Republican","female",0.46167649320687,0.53832350679313,0
"2182","Brad Hamlett","Mark Dunn","No candidate","Montana",2016,"23","False",1817,"False",1758,"0",0,"male","male","Democrat","male",0.508251748251748,0.491748251748252,0
"2183","Jean Price","William Raaen","No candidate","Montana",2016,"24","True",2292,"False",1625,"0",0,"female","male","Democrat","female",0.58514169006893,0.41485830993107,0
"2184","Garrett Lankford","Jeremy Trebas","No candidate","Montana",2016,"25","False",1861,"False",1971,"0",0,"male","male","Republican","male",0.485647181628392,0.514352818371608,0
"2185","Casey Schreiner","Michael Cooper","No candidate","Montana",2016,"26","True",1375,"False",1333,"0",0,"male","male","Democrat","male",0.507754800590842,0.492245199409158,0
"2186","Ryan Rominger","James O'Hara","No candidate","Montana",2016,"27","False",1406,"False",3568,"0",0,"male","male","Republican","male",0.282669883393647,0.717330116606353,0
"2187","Jacob Bachmeier","Stephanie Hess","No candidate","Montana",2016,"28","False",2231,"True",1943,"0",0,"male","female","Democrat","male",0.534499281264974,0.465500718735026,0
"2188","Dryn Durley","Dan Bartel","No candidate","Montana",2016,"29","False",994,"False",4032,"0",0,"Unknown","male","Republican","male",0.197771587743733,0.802228412256267,0
"2189","Linda Johnson","Wylie Galt","No candidate","Montana",2016,"30","False",1274,"False",3871,"0",0,"female","male","Republican","male",0.247619047619048,0.752380952380952,0
"2190","Bridget Smith","No candidate","No candidate","Montana",2016,"31","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"2191","Jonathan Windy Boy","No candidate","No candidate","Montana",2016,"32","False",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2192","Mike Finley","Casey Knudsen","No candidate","Montana",2016,"33","False",1058,"False",3562,"0",0,"male","male","Republican","male",0.229004329004329,0.770995670995671,0
"2193","Evelyn Carlisle","Austin Knudsen","No candidate","Montana",2016,"34","False",1243,"True",4278,"0",0,"female","male","Republican","male",0.225140373120811,0.774859626879189,0
"2194","Chris Trumpower","Scott Staffanson","No candidate","Montana",2016,"35","False",882,"True",3825,"0",0,"male","male","Republican","male",0.187380497131931,0.812619502868069,0
"2195","Mike Ruddy","Alan Doane","No candidate","Montana",2016,"36","False",1177,"True",3730,"0",0,"male","male","Republican","male",0.239861422457713,0.760138577542287,0
"2196","Judi Cramer","Bill Harris","No candidate","Montana",2016,"37","False",834,"True",4831,"0",0,"female","male","Republican","male",0.147219770520741,0.852780229479259,0
"2197","Steve Muggli","Kenneth Holmlund","No candidate","Montana",2016,"38","False",1916,"True",2255,"0",0,"male","male","Republican","male",0.459362263246224,0.540637736753776,0
"2198","Bruce Miller","Geraldine Custer","No candidate","Montana",2016,"39","False",922,"True",3908,"0",0,"male","female","Republican","female",0.190890269151139,0.809109730848861,0
"2199","Sue Olson","Barry Usher","No candidate","Montana",2016,"40","False",1654,"False",3269,"0",0,"female","male","Republican","male",0.335973999593744,0.664026000406256,0
"2200","Rae Peppers","No candidate","No candidate","Montana",2016,"41","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"2201","Sharon Stewart Peregoy","No candidate","No candidate","Montana",2016,"42","False",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"2202","Elizabeth Pincolini","Peggy Webb","Josh Daniels","Montana",2016,"43","False",1523,"False",2488,"False",334,"female","female","Republican","female",0.350517836593786,0.572612197928654,0.0768699654775604
"2203","Kari Boiter","Dale Mortensen","No candidate","Montana",2016,"44","False",1606,"True",2722,"0",0,"female","male","Republican","male",0.371072088724584,0.628927911275416,0
"2204","Ken Crouch","Daniel Zolnikov","No candidate","Montana",2016,"45","False",1453,"True",3305,"0",0,"male","male","Republican","male",0.305380411937789,0.694619588062211,0
"2205","Angie Buckley","Don Jones","No candidate","Montana",2016,"46","False",1939,"True",3553,"0",0,"female","male","Republican","male",0.353058994901675,0.646941005098325,0
"2206","Kathy Kelker","Jason Thomas","No candidate","Montana",2016,"47","True",2272,"False",1611,"0",0,"female","male","Democrat","female",0.585114602111769,0.414885397888231,0
"2207","Jessica Karjala","Robert Saunders","No candidate","Montana",2016,"48","True",2551,"False",2077,"0",0,"female","male","Democrat","female",0.551210025929127,0.448789974070873,0
"2208","Kelly McCarthy","Benjamin Hunter","No candidate","Montana",2016,"49","True",1856,"False",1416,"0",0,"female","male","Democrat","female",0.567237163814181,0.432762836185819,0
"2209","Virginia Court","Kerri Seekins-Crowe","No candidate","Montana",2016,"50","True",2117,"False",1712,"0",0,"female","female","Democrat","female",0.552885870984591,0.447114129015409,0
"2210","Shoots Veis","Adam Rosendale","No candidate","Montana",2016,"51","False",1759,"False",2049,"0",0,"Unknown","male","Republican","male",0.461922268907563,0.538077731092437,0
"2211","Chris Goodridge","Jimmy Patelis","No candidate","Montana",2016,"52","False",1801,"False",1955,"0",0,"male","male","Republican","male",0.479499467518637,0.520500532481363,0
"2212","Jordan Matney","Dennis Lenz","No candidate","Montana",2016,"53","False",1543,"False",5216,"0",0,"male","male","Republican","male",0.228288208314839,0.771711791685161,0
"2213","No candidate","Jeff Essmann","No candidate","Montana",2016,"54","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2214","Ryan Arnold","Vince Ricci","No candidate","Montana",2016,"55","False",1149,"True",3387,"0",0,"male","male","Republican","male",0.253306878306878,0.746693121693122,0
"2215","Daryl Templet","Sue Vinton","No candidate","Montana",2016,"56","False",1247,"False",2940,"0",0,"male","female","Republican","female",0.29782660616193,0.70217339383807,0
"2216","No candidate","Forrest Mandeville","Andrew Forcier","Montana",2016,"57","False",0,"True",4247,"False",748,"N/A","male","Republican","male",0,0.85025025025025,0.14974974974975
"2217","Mike Crabtree","Seth Berglee","No candidate","Montana",2016,"58","False",2180,"True",3746,"0",0,"male","male","Republican","male",0.36787040161998,0.63212959838002,0
"2218","Dirk Adams","Alan Redfield","No candidate","Montana",2016,"59","False",1735,"True",4225,"0",0,"male","male","Republican","male",0.291107382550336,0.708892617449664,0
"2219","Laurie Bishop","Debra Lamm","No candidate","Montana",2016,"60","False",2858,"True",2607,"0",0,"female","female","Democrat","female",0.522964318389753,0.477035681610247,0
"2220","Jim Hamilton","Neal Ganser","Francis Wendt","Montana",2016,"61","False",3787,"False",2804,"False",287,"male","male","Democrat","male",0.550596103518465,0.407676650189008,0.0417272462925269
"2221","Tom Woods","No candidate","No candidate","Montana",2016,"62","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2222","Zach Brown","Jim King","No candidate","Montana",2016,"63","True",2885,"False",1959,"0",0,"male","male","Democrat","male",0.595582163501239,0.404417836498761,0
"2223","Chase Ellison","Kerry White","No candidate","Montana",2016,"64","False",2510,"True",3873,"0",0,"male","female","Republican","female",0.393232022559925,0.606767977440075,0
"2224","Christopher Pope","Jon Knokey","No candidate","Montana",2016,"65","True",3093,"False",3149,"0",0,"male","male","Republican","male",0.495514258250561,0.504485741749439,0
"2225","Denise Hayman","No candidate","No candidate","Montana",2016,"66","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"2226","John Jurmu","Tom Burnett","No candidate","Montana",2016,"67","False",1491,"True",3290,"0",0,"male","male","Republican","male",0.31185944363104,0.68814055636896,0
"2227","David Andes","Bruce Grubbs","No candidate","Montana",2016,"68","False",1275,"False",3700,"0",0,"male","male","Republican","male",0.256281407035176,0.743718592964824,0
"2228","Eric Dunham","Walt Sales","No candidate","Montana",2016,"69","False",1291,"False",4266,"0",0,"male","male","Republican","male",0.232319596904805,0.767680403095195,0
